"","order","plot_id","cluster","pp_id","poss_id","game_date","Home.Team","Away.Team","Period","Clock","Home.Team.Skaters","Away.Team.Skaters","Home.Team.Goals","Away.Team.Goals","Team","Player","Event","X.Coordinate","Y.Coordinate","Detail.1","Detail.2","Detail.3","Detail.4","event_id","o_zone","poss_succ","poss_type","rush","zone_pass","rush_pass","corsi","shot","fenwick","high_danger","goal","recep_dum","d_zone"
"107","7","20180214usacan_3_741_51","Diagonal","20180214usacan_3_741",51,"2018-02-14","usa","can",3,"5:50",4,5,1,2,"can","Meghan Agosta","Zone Entry",125,71,"Played","","","",53,1,1,"Played",1,0,0,0,0,0,0,0,0,0
"108","7","20180214usacan_3_741_51","Diagonal","20180214usacan_3_741",51,"2018-02-14","usa","can",3,"5:51",4,5,1,2,"can","Meaghan Mikkelson","Play Reception",136,74,"Indirect","","","",53.5,1,1,"Played",1,0,0,0,0,0,0,0,1,0
"109","7","20180214usacan_3_741_51","Diagonal","20180214usacan_3_741",51,"2018-02-14","usa","can",3,"5:48",4,5,1,2,"can","Meaghan Mikkelson","Play",144,76,"Indirect","","","",54,1,1,"Played",0,1,0,0,0,0,0,0,0,0
"110","7","20180214usacan_3_741_51","Diagonal","20180214usacan_3_741",51,"2018-02-14","usa","can",3,"5:48",4,5,1,2,"can","Brianne Jenner","Play Reception",171,2,"Indirect","","","",54.5,1,1,"Played",0,0,0,0,0,0,0,0,1,0
"111",NA,"20180219oarcan_1_1356_11",NA,"20180219oarcan_1_1356",11,"2018-02-19","oar","can",1,"13:21",4,5,0,1,"can","Meghan Agosta","Puck Recovery",92,4,"","","","",11,0,1,"Played",1,0,0,0,0,0,0,0,0,1
"112",NA,"20180219oarcan_1_1356_11",NA,"20180219oarcan_1_1356",11,"2018-02-19","oar","can",1,"13:20",4,5,0,1,"can","Meghan Agosta","Play",66,5,"Indirect","","","",12,0,1,"Played",1,0,1,0,0,0,0,0,0,1
"113",NA,"20180219oarcan_1_1356_11",NA,"20180219oarcan_1_1356",11,"2018-02-19","oar","can",1,"13:20",4,5,0,1,"can","Brigette Lacquette","Play Reception",55,80,"Indirect","","","",12.5,0,1,"Played",1,0,0,0,0,0,0,0,1,1
"114",NA,"20180219oarcan_1_1356_11",NA,"20180219oarcan_1_1356",11,"2018-02-19","oar","can",1,"13:17",4,5,0,1,"can","Brigette Lacquette","Play",55,80,"Direct","","","",13,0,1,"Played",1,0,1,0,0,0,0,0,0,1
"115",NA,"20180219oarcan_1_1356_11",NA,"20180219oarcan_1_1356",11,"2018-02-19","oar","can",1,"13:17",4,5,0,1,"can","Brianne Jenner","Play Reception",94,9,"Direct","","","",13.5,0,1,"Played",1,0,0,0,0,0,0,0,1,1
"116",NA,"20180219oarcan_1_1356_11",NA,"20180219oarcan_1_1356",11,"2018-02-19","oar","can",1,"13:15",4,5,0,1,"can","Brianne Jenner","Play",87,16,"Indirect","","","",14,0,1,"Played",1,0,1,0,0,0,0,0,0,1
"117",NA,"20180219oarcan_1_1356_11",NA,"20180219oarcan_1_1356",11,"2018-02-19","oar","can",1,"13:14",4,5,0,1,"can","Brianne Jenner","Zone Entry",123,9,"Played","","","",15,0,1,"Played",1,0,0,0,0,0,0,0,0,1
"118",NA,"20180219oarcan_1_1356_11",NA,"20180219oarcan_1_1356",11,"2018-02-19","oar","can",1,"13:15",4,5,0,1,"can","Jennifer Wakefield","Play Reception",133,5,"Indirect","","","",15.5,1,1,"Played",1,0,0,0,0,0,0,0,1,1
"119",NA,"20180219oarcan_1_1356_11",NA,"20180219oarcan_1_1356",11,"2018-02-19","oar","can",1,"13:06",4,5,0,1,"can","Jennifer Wakefield","Play",195,69,"Indirect","","","",16,1,1,"Played",0,1,0,0,0,0,0,0,0,1
"120",NA,"20180219oarcan_1_1356_11",NA,"20180219oarcan_1_1356",11,"2018-02-19","oar","can",1,"13:06",4,5,0,1,"can","Meghan Agosta","Play Reception",178,81,"Indirect","","","",16.5,1,1,"Played",0,0,0,0,0,0,0,0,1,1
"121",NA,"20180219oarcan_1_1356_11",NA,"20180219oarcan_1_1356",11,"2018-02-19","oar","can",1,"13:03",4,5,0,1,"can","Meghan Agosta","Play",187,76,"Indirect","","","",17,1,1,"Played",0,1,0,0,0,0,0,0,0,1
"122",NA,"20180219oarcan_1_1356_11",NA,"20180219oarcan_1_1356",11,"2018-02-19","oar","can",1,"13:03",4,5,0,1,"can","Sarah Nurse","Play Reception",192,69,"Indirect","","","",17.5,1,1,"Played",0,0,0,0,0,0,0,0,1,1
"123",NA,"20180219oarcan_1_1356_11",NA,"20180219oarcan_1_1356",11,"2018-02-19","oar","can",1,"13:01",4,5,0,1,"can","Sarah Nurse","Play",192,69,"Indirect","","","",18,1,1,"Played",0,1,0,0,0,0,0,0,0,1
"124",NA,"20180219oarcan_1_1356_11",NA,"20180219oarcan_1_1356",11,"2018-02-19","oar","can",1,"13:01",4,5,0,1,"can","Jennifer Wakefield","Play Reception",197,40,"Indirect","","","",18.5,1,1,"Played",0,0,0,0,0,0,0,0,1,1
"125",NA,"20180219oarcan_1_1356_11",NA,"20180219oarcan_1_1356",11,"2018-02-19","oar","can",1,"12:51",4,5,0,1,"can","Meghan Agosta","Puck Recovery",136,82,"","","","",21,1,1,"Played",0,0,0,0,0,0,0,0,0,1
"126",NA,"20180219oarcan_1_1356_11",NA,"20180219oarcan_1_1356",11,"2018-02-19","oar","can",1,"12:50",4,5,0,1,"can","Meghan Agosta","Play",134,74,"Direct","","","",22,1,1,"Played",0,1,0,0,0,0,0,0,0,1
"127",NA,"20180219oarcan_1_1356_11",NA,"20180219oarcan_1_1356",11,"2018-02-19","oar","can",1,"12:50",4,5,0,1,"can","Brigette Lacquette","Play Reception",129,30,"Direct","","","",22.5,1,1,"Played",0,0,0,0,0,0,0,0,1,1
"128",NA,"20180219oarcan_1_1356_11",NA,"20180219oarcan_1_1356",11,"2018-02-19","oar","can",1,"12:46",4,5,0,1,"can","Brigette Lacquette","Play",133,43,"Direct","","","",23,1,1,"Played",0,1,0,0,0,0,0,0,0,1
"129",NA,"20180219oarcan_1_1356_11",NA,"20180219oarcan_1_1356",11,"2018-02-19","oar","can",1,"12:46",4,5,0,1,"can","Melodie Daoust","Play Reception",147,21,"Direct","","","",23.5,1,1,"Played",0,0,0,0,0,0,0,0,1,1
"130",NA,"20180219oarcan_1_1356_11",NA,"20180219oarcan_1_1356",11,"2018-02-19","oar","can",1,"12:44",4,5,0,1,"can","Melodie Daoust","Incomplete Play",171,17,"Direct","","","",24,1,1,"Played",0,0,0,0,0,0,0,0,0,1
"131",NA,"20180219oarcan_1_1356_11",NA,"20180219oarcan_1_1356",11,"2018-02-19","oar","can",1,"12:44",4,5,0,1,"can","Brianne Jenner","Incomplete Play Reception",171,38,"Direct","","","",24.5,1,1,"Played",0,0,0,0,0,0,0,0,1,1
"132","8","20180219oarcan_1_725_23","Diagonal","20180219oarcan_1_725",23,"2018-02-19","oar","can",1,"6:39",4,5,0,1,"can","Marie-Philip Poulin","Puck Recovery",87,15,"","","","",23,0,1,"Played",1,0,0,0,0,0,0,0,0,0
"133","8","20180219oarcan_1_725_23","Diagonal","20180219oarcan_1_725",23,"2018-02-19","oar","can",1,"6:36",4,5,0,1,"can","Marie-Philip Poulin","Play",119,57,"Indirect","","","",24,0,1,"Played",1,0,1,0,0,0,0,0,0,0
"134","8","20180219oarcan_1_725_23","Diagonal","20180219oarcan_1_725",23,"2018-02-19","oar","can",1,"6:36",4,5,0,1,"can","Marie-Philip Poulin","Zone Entry",124,63,"Played","","","",25,1,1,"Played",1,0,0,0,0,0,0,0,0,0
"135","8","20180219oarcan_1_725_23","Diagonal","20180219oarcan_1_725",23,"2018-02-19","oar","can",1,"6:36",4,5,0,1,"can","Haley Irwin","Play Reception",162,81,"Indirect","","","",25.5,1,1,"Played",1,0,0,0,0,0,0,0,1,0
"136","8","20180219oarcan_1_725_23","Diagonal","20180219oarcan_1_725",23,"2018-02-19","oar","can",1,"6:30",4,5,0,1,"can","Haley Irwin","Play",198,36,"Direct","","","",26,1,1,"Played",0,1,0,0,0,0,0,0,0,0
"137","8","20180219oarcan_1_725_23","Diagonal","20180219oarcan_1_725",23,"2018-02-19","oar","can",1,"6:30",4,5,0,1,"can","Rebecca Johnston","Play Reception",182,8,"Direct","","","",26.5,1,1,"Played",0,0,0,0,0,0,0,0,1,0
"138","8","20180219oarcan_1_725_23","Diagonal","20180219oarcan_1_725",23,"2018-02-19","oar","can",1,"6:27",4,5,0,1,"can","Rebecca Johnston","Play",169,1,"Direct","","","",27,1,1,"Played",0,1,0,0,0,0,0,0,0,0
"139","8","20180219oarcan_1_725_23","Diagonal","20180219oarcan_1_725",23,"2018-02-19","oar","can",1,"6:27",4,5,0,1,"can","Laura Fortino","Play Reception",131,9,"Direct","","","",27.5,1,1,"Played",0,0,0,0,0,0,0,0,1,0
"140","8","20180219oarcan_1_725_23","Diagonal","20180219oarcan_1_725",23,"2018-02-19","oar","can",1,"6:26",4,5,0,1,"can","Laura Fortino","Play",131,9,"Indirect","","","",28,1,1,"Played",0,1,0,0,0,0,0,0,0,0
"141","8","20180219oarcan_1_725_23","Diagonal","20180219oarcan_1_725",23,"2018-02-19","oar","can",1,"6:26",4,5,0,1,"can","Marie-Philip Poulin","Play Reception",140,73,"Indirect","","","",28.5,1,1,"Played",0,0,0,0,0,0,0,0,1,0
"142","8","20180219oarcan_1_725_23","Diagonal","20180219oarcan_1_725",23,"2018-02-19","oar","can",1,"6:24",4,5,0,1,"can","Marie-Philip Poulin","Play",140,73,"Indirect","","","",29,1,1,"Played",0,1,0,0,0,0,0,0,0,0
"143","8","20180219oarcan_1_725_23","Diagonal","20180219oarcan_1_725",23,"2018-02-19","oar","can",1,"6:24",4,5,0,1,"can","Haley Irwin","Play Reception",197,57,"Indirect","","","",29.5,1,1,"Played",0,0,0,0,0,0,0,0,1,0
"144","8","20180219oarcan_1_725_23","Diagonal","20180219oarcan_1_725",23,"2018-02-19","oar","can",1,"6:22",4,5,0,1,"can","Haley Irwin","Play",197,57,"Direct","","","",30,1,1,"Played",0,1,0,0,0,0,0,0,0,0
"145","8","20180219oarcan_1_725_23","Diagonal","20180219oarcan_1_725",23,"2018-02-19","oar","can",1,"6:22",4,5,0,1,"can","Laura Fortino","Play Reception",128,58,"Direct","","","",30.5,1,1,"Played",0,0,0,0,0,0,0,0,1,0
"146","8","20180219oarcan_1_725_23","Diagonal","20180219oarcan_1_725",23,"2018-02-19","oar","can",1,"6:19",4,5,0,1,"can","Laura Fortino","Play",128,64,"Direct","","","",31,1,1,"Played",0,1,0,0,0,0,0,0,0,0
"147","8","20180219oarcan_1_725_23","Diagonal","20180219oarcan_1_725",23,"2018-02-19","oar","can",1,"6:19",4,5,0,1,"can","Marie-Philip Poulin","Play Reception",144,78,"Direct","","","",31.5,1,1,"Played",0,0,0,0,0,0,0,0,1,0
"148","8","20180219oarcan_1_725_23","Diagonal","20180219oarcan_1_725",23,"2018-02-19","oar","can",1,"6:19",4,5,0,1,"can","Marie-Philip Poulin","Play",144,78,"Direct","","","",32,1,1,"Played",0,1,0,0,0,0,0,0,0,0
"149","8","20180219oarcan_1_725_23","Diagonal","20180219oarcan_1_725",23,"2018-02-19","oar","can",1,"6:19",4,5,0,1,"can","Rebecca Johnston","Play Reception",146,23,"Direct","","","",32.5,1,1,"Played",0,0,0,0,0,0,0,0,1,0
"150","8","20180219oarcan_1_725_23","Diagonal","20180219oarcan_1_725",23,"2018-02-19","oar","can",1,"6:15",4,5,0,1,"can","Rebecca Johnston","Incomplete Play",140,1,"Indirect","","","",33,1,1,"Played",0,0,0,0,0,0,0,0,0,0
"151","8","20180219oarcan_1_725_23","Diagonal","20180219oarcan_1_725",23,"2018-02-19","oar","can",1,"6:15",4,5,0,1,"can","Haley Irwin","Incomplete Play Reception",197,40,"Indirect","","","",33.5,1,1,"Played",0,0,0,0,0,0,0,0,1,0
"152","8","20180219oarcan_1_725_23","Diagonal","20180219oarcan_1_725",23,"2018-02-19","oar","can",1,"6:12",4,5,0,1,"can","Marie-Philip Poulin","Puck Recovery",186,78,"","","","",34,1,1,"Played",0,0,0,0,0,0,0,0,0,0
"153","8","20180219oarcan_1_725_23","Diagonal","20180219oarcan_1_725",23,"2018-02-19","oar","can",1,"6:12",4,5,0,1,"can","Marie-Philip Poulin","Play",186,78,"Direct","","","",35,1,1,"Played",0,1,0,0,0,0,0,0,0,0
"154","8","20180219oarcan_1_725_23","Diagonal","20180219oarcan_1_725",23,"2018-02-19","oar","can",1,"6:12",4,5,0,1,"can","Haley Irwin","Play Reception",197,62,"Direct","","","",35.5,1,1,"Played",0,0,0,0,0,0,0,0,1,0
"155","8","20180219oarcan_1_725_23","Diagonal","20180219oarcan_1_725",23,"2018-02-19","oar","can",1,"6:06",4,5,0,1,"can","Haley Irwin","Play",175,81,"Direct","","","",36,1,1,"Played",0,1,0,0,0,0,0,0,0,0
"156","8","20180219oarcan_1_725_23","Diagonal","20180219oarcan_1_725",23,"2018-02-19","oar","can",1,"6:06",4,5,0,1,"can","Marie-Philip Poulin","Play Reception",146,76,"Direct","","","",36.5,1,1,"Played",0,0,0,0,0,0,0,0,1,0
"157","8","20180219oarcan_1_725_23","Diagonal","20180219oarcan_1_725",23,"2018-02-19","oar","can",1,"6:06",4,5,0,1,"can","Marie-Philip Poulin","Play",142,63,"Direct","","","",37,1,1,"Played",0,1,0,0,0,0,0,0,0,0
"158","8","20180219oarcan_1_725_23","Diagonal","20180219oarcan_1_725",23,"2018-02-19","oar","can",1,"6:06",4,5,0,1,"can","Rebecca Johnston","Play Reception",140,22,"Direct","","","",37.5,1,1,"Played",0,0,0,0,0,0,0,0,1,0
"159","8","20180219oarcan_1_725_23","Diagonal","20180219oarcan_1_725",23,"2018-02-19","oar","can",1,"6:04",4,5,0,1,"can","Rebecca Johnston","Play",156,15,"Direct","","","",38,1,1,"Played",0,1,0,0,0,0,0,0,0,0
"160","8","20180219oarcan_1_725_23","Diagonal","20180219oarcan_1_725",23,"2018-02-19","oar","can",1,"6:04",4,5,0,1,"can","Marie-Philip Poulin","Play Reception",145,36,"Direct","","","",38.5,1,1,"Played",0,0,0,0,0,0,0,0,1,0
"161","8","20180219oarcan_1_725_23","Diagonal","20180219oarcan_1_725",23,"2018-02-19","oar","can",1,"6:03",4,5,0,1,"can","Marie-Philip Poulin","Shot",145,36,"Snapshot","Missed","t","t",39,1,1,"Played",0,0,0,1,0,1,1,0,0,0
"162","8","20180219oarcan_1_725_23","Diagonal","20180219oarcan_1_725",23,"2018-02-19","oar","can",1,"6:01",4,5,0,1,"can","Haley Irwin","Puck Recovery",195,42,"","","","",40,1,1,"Played",0,0,0,0,0,0,0,0,0,0
"163","8","20180219oarcan_1_725_23","Diagonal","20180219oarcan_1_725",23,"2018-02-19","oar","can",1,"6:01",4,5,0,1,"can","Haley Irwin","Play",195,42,"Direct","","","",41,1,1,"Played",0,1,0,0,0,0,0,0,0,0
"164","8","20180219oarcan_1_725_23","Diagonal","20180219oarcan_1_725",23,"2018-02-19","oar","can",1,"6:01",4,5,0,1,"can","Laura Fortino","Play Reception",182,54,"Direct","","","",41.5,1,1,"Played",0,0,0,0,0,0,0,0,1,0
"165","8","20180219oarcan_1_725_23","Diagonal","20180219oarcan_1_725",23,"2018-02-19","oar","can",1,"6:00",4,5,0,1,"can","Laura Fortino","Shot",182,54,"Snapshot","On Net","t","f",42,1,1,"Played",0,0,0,1,1,1,1,0,0,0
"166","8","20180219oarcan_1_725_23","Diagonal","20180219oarcan_1_725",23,"2018-02-19","oar","can",1,"5:57",4,5,0,1,"can","Laura Fortino","Puck Recovery",182,47,"","","","",43,1,1,"Played",0,0,0,0,0,0,0,0,0,0
"167","8","20180219oarcan_1_725_23","Diagonal","20180219oarcan_1_725",23,"2018-02-19","oar","can",1,"5:57",4,5,0,1,"can","Laura Fortino","Play",175,49,"Direct","","","",44,1,1,"Played",0,1,0,0,0,0,0,0,0,0
"168","8","20180219oarcan_1_725_23","Diagonal","20180219oarcan_1_725",23,"2018-02-19","oar","can",1,"5:57",4,5,0,1,"can","Meaghan Mikkelson","Play Reception",138,66,"Direct","","","",44.5,1,1,"Played",0,0,0,0,0,0,0,0,1,0
"169","15","20180221usacan_1_1025_15","C Shape","20180221usacan_1_1025",15,"2018-02-21","usa","can",1,"10:01",5,4,0,0,"usa","Maddie Rooney","Puck Recovery",4,37,"","","","",15,0,1,"Played",1,0,0,0,0,0,0,0,0,1
"170","15","20180221usacan_1_1025_15","C Shape","20180221usacan_1_1025",15,"2018-02-21","usa","can",1,"10:00",5,4,0,0,"usa","Maddie Rooney","Play",4,37,"Indirect","","","",16,0,1,"Played",1,0,1,0,0,0,0,0,0,1
"171","15","20180221usacan_1_1025_15","C Shape","20180221usacan_1_1025",15,"2018-02-21","usa","can",1,"10:00",5,4,0,0,"usa","Sidney Morin","Play Reception",4,37,"Indirect","","","",16.5,0,1,"Played",1,0,0,0,0,0,0,0,1,1
"172","15","20180221usacan_1_1025_15","C Shape","20180221usacan_1_1025",15,"2018-02-21","usa","can",1,"9:57",5,4,0,0,"usa","Sidney Morin","Play",25,26,"Direct","","","",17,0,1,"Played",1,0,1,0,0,0,0,0,0,1
"173","15","20180221usacan_1_1025_15","C Shape","20180221usacan_1_1025",15,"2018-02-21","usa","can",1,"9:57",5,4,0,0,"usa","Kendall Coyne Schofield","Play Reception",72,9,"Direct","","","",17.5,0,1,"Played",1,0,0,0,0,0,0,0,1,1
"174","15","20180221usacan_1_1025_15","C Shape","20180221usacan_1_1025",15,"2018-02-21","usa","can",1,"9:55",5,4,0,0,"usa","Kendall Coyne Schofield","Play",89,6,"Direct","","","",18,0,1,"Played",1,0,1,0,0,0,0,0,0,1
"175","15","20180221usacan_1_1025_15","C Shape","20180221usacan_1_1025",15,"2018-02-21","usa","can",1,"9:55",5,4,0,0,"usa","Brianna Decker","Play Reception",108,29,"Direct","","","",18.5,0,1,"Played",1,0,0,0,0,0,0,0,1,1
"176","15","20180221usacan_1_1025_15","C Shape","20180221usacan_1_1025",15,"2018-02-21","usa","can",1,"9:55",5,4,0,0,"usa","Brianna Decker","Play",108,29,"Direct","","","",19,0,1,"Played",1,0,1,0,0,0,0,0,0,1
"177","15","20180221usacan_1_1025_15","C Shape","20180221usacan_1_1025",15,"2018-02-21","usa","can",1,"9:55",5,4,0,0,"usa","Hilary Knight","Play Reception",119,5,"Direct","","","",19.5,0,1,"Played",1,0,0,0,0,0,0,0,1,1
"178","15","20180221usacan_1_1025_15","C Shape","20180221usacan_1_1025",15,"2018-02-21","usa","can",1,"9:52",5,4,0,0,"usa","Hilary Knight","Play",119,5,"Direct","","","",20,0,1,"Played",1,0,1,0,0,0,0,0,0,1
"179","15","20180221usacan_1_1025_15","C Shape","20180221usacan_1_1025",15,"2018-02-21","usa","can",1,"9:52",5,4,0,0,"usa","Kacey Bellamy","Play Reception",118,39,"Direct","","","",20.5,0,1,"Played",1,0,0,0,0,0,0,0,1,1
"180","15","20180221usacan_1_1025_15","C Shape","20180221usacan_1_1025",15,"2018-02-21","usa","can",1,"9:51",5,4,0,0,"usa","Kacey Bellamy","Play",115,27,"Direct","","","",21,0,1,"Played",1,0,1,0,0,0,0,0,0,1
"181","15","20180221usacan_1_1025_15","C Shape","20180221usacan_1_1025",15,"2018-02-21","usa","can",1,"9:50",5,4,0,0,"usa","Kacey Bellamy","Zone Entry",126,11,"Played","","","",22,1,1,"Played",1,0,0,0,0,0,0,0,0,1
"182","15","20180221usacan_1_1025_15","C Shape","20180221usacan_1_1025",15,"2018-02-21","usa","can",1,"9:51",5,4,0,0,"usa","Hilary Knight","Play Reception",129,10,"Direct","","","",22.5,1,1,"Played",1,0,0,0,0,0,0,0,1,1
"183","9","20180221usacan_1_642_39","U Shape","20180221usacan_1_642",39,"2018-02-21","usa","can",1,"5:24",5,4,0,0,"usa","Sidney Morin","Puck Recovery",113,2,"","","","",39,0,1,"Played",1,0,0,0,0,0,0,0,0,0
"184","9","20180221usacan_1_642_39","U Shape","20180221usacan_1_642",39,"2018-02-21","usa","can",1,"5:24",5,4,0,0,"usa","Sidney Morin","Play",113,2,"Direct","","","",40,0,1,"Played",1,0,1,0,0,0,0,0,0,0
"185","9","20180221usacan_1_642_39","U Shape","20180221usacan_1_642",39,"2018-02-21","usa","can",1,"5:24",5,4,0,0,"usa","Kacey Bellamy","Play Reception",91,46,"Direct","","","",40.5,0,1,"Played",1,0,0,0,0,0,0,0,1,0
"186","9","20180221usacan_1_642_39","U Shape","20180221usacan_1_642",39,"2018-02-21","usa","can",1,"5:22",5,4,0,0,"usa","Kacey Bellamy","Play",92,62,"Direct","","","",41,0,1,"Played",1,0,1,0,0,0,0,0,0,0
"187","9","20180221usacan_1_642_39","U Shape","20180221usacan_1_642",39,"2018-02-21","usa","can",1,"5:21",5,4,0,0,"usa","Kacey Bellamy","Zone Entry",125,74,"Played","","","",42,1,1,"Played",1,0,0,0,0,0,0,0,0,0
"188","9","20180221usacan_1_642_39","U Shape","20180221usacan_1_642",39,"2018-02-21","usa","can",1,"5:22",5,4,0,0,"usa","Brianna Decker","Play Reception",132,81,"Direct","","","",42.5,1,1,"Played",1,0,0,0,0,0,0,0,1,0
"189","9","20180221usacan_1_642_39","U Shape","20180221usacan_1_642",39,"2018-02-21","usa","can",1,"5:17",5,4,0,0,"usa","Brianna Decker","Incomplete Play",164,64,"Direct","","","",43,1,1,"Played",0,0,0,0,0,0,0,0,0,0
"190","9","20180221usacan_1_642_39","U Shape","20180221usacan_1_642",39,"2018-02-21","usa","can",1,"5:17",5,4,0,0,"usa","Hilary Knight","Incomplete Play Reception",171,37,"Direct","","","",43.5,1,1,"Played",0,0,0,0,0,0,0,0,1,0
"191","9","20180221usacan_1_642_39","U Shape","20180221usacan_1_642",39,"2018-02-21","usa","can",1,"5:14",5,4,0,0,"usa","Brianna Decker","Takeaway",184,74,"","","","",47,1,1,"Played",0,0,0,0,0,0,0,0,0,0
"192","9","20180221usacan_1_642_39","U Shape","20180221usacan_1_642",39,"2018-02-21","usa","can",1,"5:12",5,4,0,0,"usa","Brianna Decker","Incomplete Play",178,82,"Direct","","","",48,1,1,"Played",0,0,0,0,0,0,0,0,0,0
"193","9","20180221usacan_1_642_39","U Shape","20180221usacan_1_642",39,"2018-02-21","usa","can",1,"5:12",5,4,0,0,"usa","Sidney Morin","Incomplete Play Reception",132,55,"Direct","","","",48.5,1,1,"Played",0,0,0,0,0,0,0,0,1,0
"194",NA,"20180221usacan_2_800_23",NA,"20180221usacan_2_800",23,"2018-02-21","usa","can",2,"7:18",4,5,1,2,"can","Brigette Lacquette","Puck Recovery",100,67,"","","","",23,0,1,"Played",1,0,0,0,0,0,0,0,0,1
"195",NA,"20180221usacan_2_800_23",NA,"20180221usacan_2_800",23,"2018-02-21","usa","can",2,"7:17",4,5,1,2,"can","Brigette Lacquette","Play",92,60,"Direct","","","",24,0,1,"Played",1,0,1,0,0,0,0,0,0,1
"196",NA,"20180221usacan_2_800_23",NA,"20180221usacan_2_800",23,"2018-02-21","usa","can",2,"7:17",4,5,1,2,"can","Meghan Agosta","Play Reception",96,32,"Direct","","","",24.5,0,1,"Played",1,0,0,0,0,0,0,0,1,1
"197",NA,"20180221usacan_2_800_23",NA,"20180221usacan_2_800",23,"2018-02-21","usa","can",2,"7:16",4,5,1,2,"can","Meghan Agosta","Play",94,24,"Direct","","","",25,0,1,"Played",1,0,1,0,0,0,0,0,0,1
"198",NA,"20180221usacan_2_800_23",NA,"20180221usacan_2_800",23,"2018-02-21","usa","can",2,"7:16",4,5,1,2,"can","Brigette Lacquette","Play Reception",88,46,"Direct","","","",25.5,0,1,"Played",1,0,0,0,0,0,0,0,1,1
"199",NA,"20180221usacan_2_800_23",NA,"20180221usacan_2_800",23,"2018-02-21","usa","can",2,"7:14",4,5,1,2,"can","Brigette Lacquette","Play",70,46,"Direct","","","",26,0,1,"Played",1,0,1,0,0,0,0,0,0,1
"200",NA,"20180221usacan_2_800_23",NA,"20180221usacan_2_800",23,"2018-02-21","usa","can",2,"7:14",4,5,1,2,"can","Meghan Agosta","Play Reception",78,4,"Direct","","","",26.5,0,1,"Played",1,0,0,0,0,0,0,0,1,1
"201",NA,"20180221usacan_2_800_23",NA,"20180221usacan_2_800",23,"2018-02-21","usa","can",2,"7:11",4,5,1,2,"can","Meghan Agosta","Play",105,6,"Direct","","","",27,0,1,"Played",1,0,1,0,0,0,0,0,0,1
"202",NA,"20180221usacan_2_800_23",NA,"20180221usacan_2_800",23,"2018-02-21","usa","can",2,"7:11",4,5,1,2,"can","Meghan Agosta","Zone Entry",126,17,"Played","","","",28,1,1,"Played",1,0,0,0,0,0,0,0,0,1
"203",NA,"20180221usacan_2_800_23",NA,"20180221usacan_2_800",23,"2018-02-21","usa","can",2,"7:11",4,5,1,2,"can","Brianne Jenner","Play Reception",140,34,"Direct","","","",28.5,1,1,"Played",1,0,0,0,0,0,0,0,1,1
"204",NA,"20180221usacan_2_800_23",NA,"20180221usacan_2_800",23,"2018-02-21","usa","can",2,"7:09",4,5,1,2,"can","Brianne Jenner","Incomplete Play",173,31,"Direct","","","",29,1,1,"Played",0,0,0,0,0,0,0,0,0,1
"205",NA,"20180221usacan_2_800_23",NA,"20180221usacan_2_800",23,"2018-02-21","usa","can",2,"7:09",4,5,1,2,"can","Sarah Nurse","Incomplete Play Reception",170,45,"Direct","","","",29.5,1,1,"Played",0,0,0,0,0,0,0,0,1,1
"206",NA,"20180221usacan_2_800_23",NA,"20180221usacan_2_800",23,"2018-02-21","usa","can",2,"7:05",4,5,1,2,"can","Brigette Lacquette","Puck Recovery",155,83,"","","","",32,1,1,"Played",0,0,0,0,0,0,0,0,0,1
"207",NA,"20180221usacan_2_800_23",NA,"20180221usacan_2_800",23,"2018-02-21","usa","can",2,"7:05",4,5,1,2,"can","Brigette Lacquette","Play",155,83,"Indirect","","","",33,1,1,"Played",0,1,0,0,0,0,0,0,0,1
"208",NA,"20180221usacan_2_800_23",NA,"20180221usacan_2_800",23,"2018-02-21","usa","can",2,"7:05",4,5,1,2,"can","Brianne Jenner","Play Reception",189,77,"Indirect","","","",33.5,1,1,"Played",0,0,0,0,0,0,0,0,1,1
"209",NA,"20180221usacan_2_800_23",NA,"20180221usacan_2_800",23,"2018-02-21","usa","can",2,"7:01",4,5,1,2,"can","Brianne Jenner","Play",193,75,"Indirect","","","",34,1,1,"Played",0,1,0,0,0,0,0,0,0,1
"210",NA,"20180221usacan_2_800_23",NA,"20180221usacan_2_800",23,"2018-02-21","usa","can",2,"7:01",4,5,1,2,"can","Jennifer Wakefield","Play Reception",195,17,"Indirect","","","",34.5,1,1,"Played",0,0,0,0,0,0,0,0,1,1
"211",NA,"20180221usacan_2_800_23",NA,"20180221usacan_2_800",23,"2018-02-21","usa","can",2,"6:57",4,5,1,2,"can","Jennifer Wakefield","Play",187,5,"Indirect","","","",35,1,1,"Played",0,1,0,0,0,0,0,0,0,1
"212",NA,"20180221usacan_2_800_23",NA,"20180221usacan_2_800",23,"2018-02-21","usa","can",2,"6:57",4,5,1,2,"can","Sarah Nurse","Play Reception",198,22,"Indirect","","","",35.5,1,1,"Played",0,0,0,0,0,0,0,0,1,1
"213",NA,"20180221usacan_2_800_23",NA,"20180221usacan_2_800",23,"2018-02-21","usa","can",2,"6:55",4,5,1,2,"can","Sarah Nurse","Incomplete Play",198,32,"Direct","","","",36,1,1,"Played",0,0,0,0,0,0,0,0,0,1
"214",NA,"20180221usacan_2_800_23",NA,"20180221usacan_2_800",23,"2018-02-21","usa","can",2,"6:55",4,5,1,2,"can","Brianne Jenner","Incomplete Play Reception",178,43,"Direct","","","",36.5,1,1,"Played",0,0,0,0,0,0,0,0,1,1
